osm_type,osm_id,poi_name,poi_category,latitude,longitude,raw_tags
node,599717318,Opposite Hathamuna,bus_stop,6.8164138,79.9825208,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Opposite Hathamuna"", ""public_transport"": ""platform""}"
node,599762371,Sri Wijayatilakaramaya,religious,6.8325182,79.9637522,"{""addr:city"": ""Kottawa"", ""addr:street"": ""Piliyandala - Kottawa Road"", ""amenity"": ""place_of_worship"", ""name"": ""Sri Wijayatilakaramaya"", ""religion"": ""buddhist""}"
node,599762408,Sri Wardhanaramaya,religious,6.8139023,79.9825652,"{""amenity"": ""place_of_worship"", ""name"": ""Sri Wardhanaramaya"", ""religion"": ""buddhist""}"
node,599762419,mini Co-op Super,commercial,6.8197508,79.9806571,"{""name"": ""mini Co-op Super"", ""shop"": ""convenience""}"
node,599762429,"Government Dispensary, Brahmanagama",hospital,6.8199958,79.9805879,"{""amenity"": ""pharmacy"", ""healthcare"": ""pharmacy"", ""name"": ""Government Dispensary, Brahmanagama""}"
node,599762445,Makumbura Purana Viharaya,religious,6.8375568,79.9808004,"{""amenity"": ""place_of_worship"", ""name"": ""Makumbura Purana Viharaya"", ""religion"": ""buddhist""}"
node,599762465,Vidyadeepa Maha Vidyalaya,school,6.8295514,79.966435,"{""addr:city"": ""Mattegoda"", ""addr:street"": ""Kottawa-Horana Road"", ""amenity"": ""school"", ""name"": ""Vidyadeepa Maha Vidyalaya""}"
node,599762473,Kande Purana Viharaya,religious,6.8264621,79.9766107,"{""amenity"": ""place_of_worship"", ""name"": ""Kande Purana Viharaya"", ""religion"": ""buddhist""}"
node,599762488,Deepangoda Primary School,school,6.812792,79.9829103,"{""addr:city"": ""Deepangoda"", ""addr:street"": ""Kottawa-Horana Road"", ""amenity"": ""school"", ""name"": ""Deepangoda Primary School""}"
node,599776530,Ceypetco,fuel_station,6.8455675,79.9524167,"{""addr:city"": ""Morakaetiya Junction"", ""amenity"": ""fuel"", ""brand"": ""Ceypetco"", ""brand:wikidata"": ""Q5065795"", ""name"": ""Ceypetco""}"
node,599776535,Madawala Enterprises,fuel_station,6.8449372,79.9405299,"{""addr:city"": ""Pannipitiya"", ""addr:street"": ""High Level Road"", ""amenity"": ""fuel"", ""brand"": ""IOC"", ""name"": ""Madawala Enterprises""}"
node,599776566,IOC Filling Station,fuel_station,6.8411245,79.9660324,"{""addr:city"": ""Kottawa"", ""amenity"": ""fuel"", ""brand"": ""Lanka IOC"", ""brand:wikidata"": ""Q30595420"", ""name"": ""IOC Filling Station""}"
node,599815328,Mattegoda,bus_stop,6.8114091,79.9752145,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Mattegoda"", ""public_transport"": ""platform""}"
node,599822882,"Ananda Vidyalaya,  Kottawa",school,6.8442343,79.9581677,"{""addr:street"": ""Old Kottawa Road"", ""amenity"": ""school"", ""name"": ""Ananda Vidyalaya,  Kottawa""}"
node,599822883,Dharmapala Vidyalaya Kottawa North,school,6.8655244,79.9584867,"{""amenity"": ""school"", ""name"": ""Dharmapala Vidyalaya Kottawa North""}"
node,617262855,Pannipitiya Nursing Home,hospital,6.8468216,79.9522616,"{""addr:city"": ""Pannipitiya"", ""addr:street"": ""Pannipitiya-Malambe Road"", ""amenity"": ""hospital"", ""healthcare"": ""hospital"", ""name"": ""Pannipitiya Nursing Home""}"
node,617764938,Ceypecto,fuel_station,6.8735707,79.9374033,"{""amenity"": ""fuel"", ""name"": ""Ceypecto"", ""opening_hours"": ""Mo-Sa 06:00-22:00""}"
node,618005037,Lanka IOC,fuel_station,6.8483333,79.9249926,"{""addr:city"": ""Maharagama"", ""amenity"": ""fuel"", ""brand"": ""Lanka IOC"", ""brand:wikidata"": ""Q30595420"", ""name"": ""Lanka IOC""}"
node,618005039,President's College,school,6.8443786,79.9296221,"{""addr:city"": ""Maharagama"", ""addr:street"": ""Mahamegawatte Road"", ""amenity"": ""school"", ""name"": ""President's College"", ""wikidata"": ""Q19709637"", ""wikipedia"": ""en:President's College, Maharagama""}"
node,618005040,Vidyakara Balika Vidyalaya,school,6.8451252,79.9260058,"{""addr:city"": ""Maharagama"", ""addr:street"": ""Maharagama-Dehiwala Road"", ""amenity"": ""school"", ""name"": ""Vidyakara Balika Vidyalaya"", ""religion"": ""christian""}"
node,618771118,Nugegoda Supermarket,commercial,6.8729147,79.8914526,"{""addr:city"": ""Nugegoda"", ""name"": ""Nugegoda Supermarket"", ""shop"": ""supermarket""}"
node,619035512,,school,6.8729831,79.8885472,"{""amenity"": ""school""}"
node,619128108,Meat Locker,food,6.875665,79.892367,"{""addr:city"": ""Nugegoda"", ""addr:street"": ""Stanley Thilakarathne Mawatha"", ""amenity"": ""restaurant"", ""fixme"": ""amenity"", ""motor"": ""Toyota;Lanka"", ""name"": ""Meat Locker"", ""type"": ""Auto Parts""}"
node,619923261,Buwanekaba Vidyalaya,school,6.8488433,79.9249391,"{""addr:city"": ""Maharagama"", ""addr:street"": ""High Level Road"", ""amenity"": ""school"", ""name"": ""Buwanekaba Vidyalaya""}"
node,619944430,Manel,food,6.8506796,79.9216775,"{""addr:city"": ""Wattegedara Junction"", ""addr:street"": ""High Level Road"", ""amenity"": ""restaurant"", ""name"": ""Manel""}"
node,619944442,Nawinna Medicare Hospital,hospital,6.8546505,79.9143409,"{""addr:city"": ""Nawinna"", ""amenity"": ""hospital"", ""healthcare"": ""hospital"", ""name"": ""Nawinna Medicare Hospital""}"
node,619956281,Udahamulla Depot,bus_stop,6.8651121,79.911971,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Udahamulla Depot"", ""public_transport"": ""platform""}"
node,619963184,Sri Naga Viharaya,religious,6.881071,79.8998662,"{""amenity"": ""place_of_worship"", ""name"": ""Sri Naga Viharaya"", ""religion"": ""buddhist""}"
node,620393887,,fuel_station,6.8695824,79.889465,"{""addr:city"": ""Nugegoda"", ""amenity"": ""fuel""}"
node,620393889,Gihans,food,6.8649069,79.896774,"{""addr:city"": ""Gamsabha Junction"", ""amenity"": ""restaurant"", ""name"": ""Gihans""}"
node,620393890,Ceypetco,fuel_station,6.8663562,79.8833471,"{""addr:city"": ""Kohuwala"", ""addr:street"": ""Hospital Road"", ""amenity"": ""fuel"", ""brand"": ""Ceypetco"", ""brand:wikidata"": ""Q5065795"", ""name"": ""Ceypetco""}"
node,620403475,Dharmaramaya,religious,6.8798086,79.8611113,"{""amenity"": ""place_of_worship"", ""check_date"": ""2024-07-04"", ""name"": ""Dharmaramaya"", ""religion"": ""buddhist"", ""wheelchair"": ""no""}"
node,620521840,Perera & Sons,food,6.8686198,79.8869589,"{""addr:city"": ""Nugegoda"", ""amenity"": ""cafe"", ""name"": ""Perera & Sons""}"
node,621908264,Siddhalepa,hospital,6.8311854,79.8773217,"{""amenity"": ""hospital"", ""healthcare"": ""hospital"", ""name"": ""Siddhalepa""}"
node,621917716,"Keells Super, Mount Lavinia.",commercial,6.8318632,79.8673272,"{""name"": ""Keells Super, Mount Lavinia."", ""shop"": ""supermarket""}"
node,621917718,Mount Lavinia,bus_stop,6.8335379,79.8672498,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Mount Lavinia"", ""public_transport"": ""platform"", ""shelter"": ""yes"", ""tactile_paving"": ""yes""}"
node,621919953,Berjaya Mount Royal Beach Hotel,tourism,6.8386792,79.8635346,"{""addr:city"": ""Mount Lavinia"", ""name"": ""Berjaya Mount Royal Beach Hotel"", ""tourism"": ""hotel""}"
node,621925764,Presbyterian Girls School,school,6.850498,79.8633844,"{""addr:city"": ""Dehiwala"", ""amenity"": ""school"", ""name"": ""Presbyterian Girls School""}"
node,621925778,Family Super,commercial,6.8418723,79.8671234,"{""name"": ""Family Super"", ""shop"": ""supermarket""}"
node,621925782,Lanka IOC,fuel_station,6.8423703,79.8669249,"{""amenity"": ""fuel"", ""brand"": ""Lanka IOC"", ""brand:wikidata"": ""Q30595420"", ""fuel:diesel"": ""yes"", ""fuel:octane_91"": ""yes"", ""fuel:octane_95"": ""yes"", ""name"": ""Lanka IOC""}"
node,621940730,Sri Subodharama Raja Maha Viharaya,religious,6.8489452,79.8682463,"{""amenity"": ""place_of_worship"", ""name"": ""Sri Subodharama Raja Maha Viharaya"", ""religion"": ""buddhist""}"
node,621950378,Pizza Hut,food,6.8567085,79.8652471,"{""addr:city"": ""Dehiwala"", ""addr:housenumber"": ""101"", ""addr:street"": ""Galle Road"", ""air_conditioning"": ""yes"", ""amenity"": ""restaurant"", ""bar"": ""no"", ""branch"": ""Dehiwala"", ""brand"": ""Pizza Hut"", ""brand:wikidata"": ""Q191615"", ""check_date"": ""2023-01-18"", ""cuisine"": ""pizza"", ""delivery"": ""yes"", ""highchair"": ""yes"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""customers"", ""microbrewery"": ""no"", ""name"": ""Pizza Hut"", ""opening_hours"": ""Mo-Su 11:00-23:00"", ""outdoor_seating"": ""no"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""phone"": ""+94 117 500 651"", ""reservation"": ""yes"", ""smoking"": ""no"", ""takeaway"": ""yes"", ""website"": ""https://www.pizzahut.lk/"", ""wheelchair"": ""limited""}"
node,621950381,St. Mary's College,school,6.8600104,79.8657984,"{""amenity"": ""school"", ""name"": ""St. Mary's College""}"
node,621950387,American College,school,6.8627911,79.8646671,"{""amenity"": ""college"", ""name"": ""American College""}"
node,621951612,Shanmugas,food,6.8648597,79.8603213,"{""addr:city"": ""Wellawatte"", ""addr:housenumber"": ""53"", ""addr:street"": ""Ramakrishna Road"", ""addr:unit"": ""3"", ""air_conditioning"": ""yes"", ""amenity"": ""restaurant"", ""check_date"": ""2023-04-09"", ""cuisine"": ""indian"", ""delivery"": ""yes"", ""diet:vegetarian"": ""only"", ""fax"": ""+94 11 2587629"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""customers"", ""name"": ""Shanmugas"", ""opening_hours"": ""Mo-Fr 10:00-22:00; Sa-Su 07:30-22:30"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes"", ""phone"": ""+94 112 361 384; +94 112 559 203"", ""reservation"": ""yes"", ""smoking"": ""no"", ""takeaway"": ""yes"", ""toilets:wheelchair"": ""no"", ""website"": ""https://www.shanmugas.com/"", ""wheelchair"": ""limited""}"
node,622293225,Pepiliyana Sunethra Devi Pirivena,religious,6.8562805,79.8908922,"{""addr:city"": ""Pepiliyana"", ""addr:street"": ""Pepiliyana Road"", ""amenity"": ""place_of_worship"", ""check_date"": ""2024-03-10"", ""denomination"": ""theravada"", ""name"": ""Pepiliyana Sunethra Devi Pirivena"", ""religion"": ""buddhist""}"
node,625793245,Cargills,commercial,6.8834777,79.9017762,"{""name"": ""Cargills"", ""shop"": ""supermarket""}"
node,625827005,Lanka IOC,fuel_station,6.857301,79.9087298,"{""addr:city"": ""Wijerama"", ""amenity"": ""fuel"", ""brand"": ""Lanka IOC"", ""brand:wikidata"": ""Q30595420"", ""name"": ""Lanka IOC""}"
node,625829324,Cargills Pepiliyana,commercial,6.8590095,79.8902875,"{""name"": ""Cargills Pepiliyana"", ""shop"": ""supermarket""}"
node,625833966,Vidyaraja Maha Vidyalaya,school,6.8813645,79.9597468,"{""amenity"": ""school"", ""name"": ""Vidyaraja Maha Vidyalaya""}"
node,637044384,Siddhartha Vidyalaya,school,6.8676383,79.9160249,"{""addr:city"": ""Thalapathpitiya"", ""amenity"": ""school"", ""name"": ""Siddhartha Vidyalaya""}"
node,637477848,Crystal Super Market,commercial,6.8599974,79.8642219,"{""addr:city"": ""Dehiwala"", ""name"": ""Crystal Super Market"", ""shop"": ""supermarket""}"
node,642886014,Cargills Food City,commercial,6.8452764,79.926325,"{""addr:city"": ""Maharagama"", ""addr:street"": ""Dehiwala Road"", ""brand"": ""Cargills Food City"", ""brand:wikidata"": ""Q58353955"", ""name"": ""Cargills Food City"", ""shop"": ""supermarket""}"
node,642947493,FAB,food,6.8706023,79.8871171,"{""addr:city"": ""Nugegoda WP"", ""addr:street"": ""High Level Road"", ""amenity"": ""cafe"", ""name"": ""FAB""}"
node,642994300,Sri Visuddharamaya,religious,6.8796526,79.8683774,"{""addr:street"": ""Sri Visuddharama Rd"", ""amenity"": ""place_of_worship"", ""name"": ""Sri Visuddharamaya"", ""religion"": ""buddhist""}"
node,643015381,Buddhagosha College,school,6.8654991,79.8715531,"{""amenity"": ""school"", ""name"": ""Buddhagosha College""}"
node,652380047,Lyceum International School,school,6.7257226,79.9049301,"{""addr:city"": ""Panadura"", ""addr:street"": ""Main Street"", ""amenity"": ""school"", ""name"": ""Lyceum International School""}"
node,652394763,German Technical Institute,school,6.8035952,79.887687,"{""amenity"": ""school"", ""name"": ""German Technical Institute""}"
node,652394768,Cargills Big City,commercial,6.802066,79.8883716,"{""name"": ""Cargills Big City"", ""shop"": ""supermarket""}"
node,652406107,Girls High School,school,6.8346059,79.8649848,"{""amenity"": ""school"", ""name"": ""Girls High School"", ""operator"": ""Mount Lavinia""}"
node,661807990,Lavinia Breeze,food,6.8413324,79.8632205,"{""addr:city"": ""Mount Lavinia"", ""amenity"": ""restaurant"", ""name"": ""Lavinia Breeze""}"
node,665006572,Ceypetco,fuel_station,6.7963935,79.9392667,"{""addr:city"": ""Kesbewa"", ""amenity"": ""fuel"", ""brand"": ""Ceypetco"", ""brand:wikidata"": ""Q5065795"", ""fuel:diesel"": ""yes"", ""fuel:octane_91"": ""yes"", ""fuel:octane_95"": ""yes"", ""name"": ""Ceypetco""}"
node,666903859,ICFAI,school,6.8703856,79.8783864,"{""amenity"": ""university"", ""name"": ""ICFAI""}"
node,666903861,Colombo South International College,school,6.8664231,79.8802961,"{""addr:housenumber"": ""43"", ""addr:street"": ""S De S Jayasinghe Mawatha, Kalubowila, Dehiwela"", ""amenity"": ""school"", ""name"": ""Colombo South International College"", ""wikidata"": ""Q5148042""}"
node,666903862,KFC,food,6.8712484,79.8853172,"{""addr:city"": ""Nugegoda WP"", ""alt_name"": ""Kentucky Fried Chicken"", ""amenity"": ""fast_food"", ""brand"": ""KFC"", ""brand:wikidata"": ""Q524757"", ""cuisine"": ""chicken"", ""name"": ""KFC"", ""takeaway"": ""yes""}"
node,666903864,Keells,commercial,6.8713869,79.8850597,"{""addr:city"": ""Nugegoda WP"", ""name"": ""Keells"", ""shop"": ""supermarket""}"
node,666903865,Balapokuna Purana Viharaya,religious,6.8729207,79.8777534,"{""amenity"": ""place_of_worship"", ""name"": ""Balapokuna Purana Viharaya"", ""religion"": ""buddhist""}"
node,667271921,Ramakrishna Mission,religious,6.865794,79.8610004,"{""addr:city"": ""Wellawatte"", ""amenity"": ""place_of_worship"", ""check_date"": ""2022-10-25"", ""name"": ""Ramakrishna Mission"", ""religion"": ""hindu"", ""wheelchair"": ""no""}"
node,667274851,Laughs Super Market,commercial,6.8715224,79.8621555,"{""addr:city"": ""Wellawatte - Colombo 06"", ""addr:housenumber"": ""351"", ""addr:postcode"": ""600"", ""addr:street"": ""Galle Road"", ""branch"": ""Wellawatte"", ""brand"": ""Laughs Super Market"", ""check_date"": ""2022-08-05"", ""name"": ""Laughs Super Market"", ""opening_hours"": ""24/7"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""shop"": ""supermarket"", ""wheelchair"": ""no""}"
node,667276042,St. Lawrance Girls School,school,6.8747942,79.8614195,"{""addr:city"": ""Wellawatte - Colombo 06"", ""addr:housenumber"": ""213"", ""addr:postcode"": ""00600"", ""addr:street"": ""Galle Road"", ""amenity"": ""school"", ""name"": ""St. Lawrance Girls School"", ""religion"": ""christian""}"
node,670258817,Royal Institute Nugegoda,school,6.8723063,79.893517,"{""amenity"": ""school"", ""name"": ""Royal Institute Nugegoda""}"
node,672197373,Ceypetco,fuel_station,6.8445686,79.9341292,"{""addr:city"": ""Maharagama"", ""addr:street"": ""High Level Road"", ""amenity"": ""fuel"", ""brand"": ""Ceypetco"", ""brand:wikidata"": ""Q5065795"", ""name"": ""Ceypetco""}"
node,672197375,Dharmashoka Primary School,school,6.8450065,79.9352518,"{""addr:city"": ""Maharagama"", ""addr:street"": ""High Level Road"", ""amenity"": ""school"", ""name"": ""Dharmashoka Primary School""}"
node,672197378,Central College Maharagama,school,6.8432797,79.9352557,"{""addr:city"": ""Maharagama"", ""addr:street"": ""Gammana Road"", ""amenity"": ""school"", ""name"": ""Central College Maharagama""}"
node,672600045,Kirulapone Supermarket,commercial,6.8783952,79.8748931,"{""addr:city"": ""Kirulapone"", ""addr:street"": ""High Level Road"", ""check_date"": ""2025-12-27"", ""name"": ""Kirulapone Supermarket"", ""shop"": ""convenience""}"
node,672613423,Barista,food,6.877371,79.8730048,"{""addr:city"": ""Pamankada"", ""addr:street"": ""Stratford Avenue"", ""amenity"": ""cafe"", ""brand"": ""Barista"", ""brand:wikidata"": ""Q644735"", ""brand:wikipedia"": ""en:Barista (company)"", ""cuisine"": ""coffee_shop"", ""name"": ""Barista"", ""takeaway"": ""yes""}"
node,673918205,Mayura Kovil,religious,6.8822179,79.8687215,"{""amenity"": ""place_of_worship"", ""name"": ""Mayura Kovil"", ""religion"": ""hindu"", ""wheelchair"": ""limited""}"
node,673921020,Sumnadisi Bakery,food,6.8691327,79.8667687,"{""amenity"": ""cafe"", ""name"": ""Sumnadisi Bakery""}"
node,673924700,Hathbodiya Temple,religious,6.865186,79.8695807,"{""amenity"": ""place_of_worship"", ""denomination"": ""theravada"", ""name"": ""Hathbodiya Temple"", ""religion"": ""buddhist""}"
node,673927618,Dehiwala Medical Centre,hospital,6.8607229,79.8664157,"{""amenity"": ""hospital"", ""healthcare"": ""hospital"", ""name"": ""Dehiwala Medical Centre""}"
node,673927619,Temple,religious,6.8612874,79.8670057,"{""amenity"": ""place_of_worship"", ""name"": ""Temple""}"
node,673953421,Sumaga Vidyalaya,school,6.8484516,79.8701386,"{""amenity"": ""school"", ""name"": ""Sumaga Vidyalaya""}"
node,673953424,St.Anthoney's Church,religious,6.8438594,79.8675558,"{""amenity"": ""place_of_worship"", ""name"": ""St.Anthoney's Church"", ""religion"": ""christian""}"
node,673953425,Sumanarama Temple,religious,6.840718,79.8701171,"{""amenity"": ""place_of_worship"", ""denomination"": ""theravada"", ""name"": ""Sumanarama Temple"", ""religion"": ""buddhist""}"
node,673953427,Shashtrananda School,religious,6.8439807,79.874106,"{""amenity"": ""place_of_worship"", ""name"": ""Shashtrananda School""}"
node,673953430,Prathibimbaramaya Temple,religious,6.8600198,79.8743657,"{""amenity"": ""place_of_worship"", ""name"": ""Prathibimbaramaya Temple""}"
node,673953437,Sumanadisi Bakery,food,6.850891,79.8721663,"{""addr:city"": ""Dehiwala"", ""amenity"": ""cafe"", ""name"": ""Sumanadisi Bakery""}"
node,674889507,Curry Leaves Indian,food,6.8761141,79.8641442,"{""addr:housenumber"": ""68"", ""addr:street"": ""W.A. Silva Mawatha"", ""amenity"": ""restaurant"", ""check_date"": ""2023-10-08"", ""cuisine"": ""indian"", ""name"": ""Curry Leaves Indian"", ""opening_hours"": ""11:00-23:00"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes"", ""phone"": ""+94 112 580 223"", ""reservation"": ""yes"", ""smoking"": ""no"", ""takeaway"": ""yes""}"
node,674889508,St. Lawrence Convent,school,6.8756454,79.8621808,"{""amenity"": ""school"", ""check_date"": ""2022-11-23"", ""name"": ""St. Lawrence Convent""}"
node,674889509,Methodist Church Wellawatta,religious,6.8764975,79.8612474,"{""amenity"": ""place_of_worship"", ""check_date"": ""2023-10-08"", ""name"": ""Methodist Church Wellawatta"", ""religion"": ""christian""}"
node,674889511,St. Clare's Girl School,school,6.8765387,79.8616,"{""amenity"": ""school"", ""education"": ""school"", ""name"": ""St. Clare's Girl School""}"
node,674889526,Lumbini Balika Vidyalaya,school,6.8764762,79.86423,"{""amenity"": ""school"", ""check_date"": ""2022-11-25"", ""name"": ""Lumbini Balika Vidyalaya""}"
node,674898000,Vidya Vijaya aramaya,religious,6.8809548,79.8959284,"{""amenity"": ""place_of_worship"", ""name"": ""Vidya Vijaya aramaya"", ""religion"": ""buddhist""}"
node,674943715,sri sumanaramaya,religious,6.8597544,79.8863662,"{""amenity"": ""place_of_worship"", ""denomination"": ""theravada"", ""name"": ""sri sumanaramaya"", ""religion"": ""buddhist""}"
node,674943723,Mahamaya Balika Vidyalaya,school,6.862447,79.8953078,"{""addr:city"": ""Pepiliyana"", ""amenity"": ""school"", ""name"": ""Mahamaya Balika Vidyalaya""}"
node,675994028,Pattini Devalaya,religious,6.856601,79.8672968,"{""amenity"": ""place_of_worship"", ""name"": ""Pattini Devalaya""}"
node,675994033,Concord Grand,tourism,6.8553227,79.865709,"{""addr:city"": ""Dehiwala"", ""name"": ""Concord Grand"", ""tourism"": ""hotel""}"
node,676008027,Sri Venkateshwara Maha Vishnu Kovil,religious,6.8571442,79.881019,"{""amenity"": ""place_of_worship"", ""name"": ""Sri Venkateshwara Maha Vishnu Kovil"", ""religion"": ""hindu""}"
node,678372742,Wellawatta Vidyalaya,school,6.8803581,79.8682536,"{""amenity"": ""school"", ""name"": ""Wellawatta Vidyalaya""}"
node,678591928,Sri Punyawardanaramaya Temple,religious,6.858902,79.8720785,"{""addr:city"": ""Dehiwala"", ""amenity"": ""place_of_worship"", ""name"": ""Sri Punyawardanaramaya Temple""}"
